"","coefficient"
"metilation_MAT2A",0
"metilation_MAX",0
"metilation_MBD1",0
"metilation_MCC",0
"metilation_MCF2",0
"metilation_MCF2L",0
"metilation_MCL1",0
"metilation_MCM9",0
"metilation_MCTS1",0
"metilation_MDC1",0
"metilation_MDM2",0
"metilation_MDM4",0
"metilation_MECOM",0
"metilation_MED12",0
"metilation_MEF2C",0
"metilation_MEFV",0
"metilation_MEG3",0
"metilation_MEIS1",0
"metilation_MEN1",0
"metilation_MERTK",0
"metilation_MET",0
"metilation_MFHAS1",0
"metilation_MFNG",0
"metilation_MFSD2A",0
"metilation_MGMT",0
"metilation_MIA",0
"metilation_MIA2",0
"metilation_MINA",0
"metilation_MIR17HG",0
"metilation_MITF",0
"metilation_MLANA",0
"metilation_MLF1",0
"metilation_MLH3",0
"metilation_MLLT1",0
"metilation_MLLT10",0
"metilation_MLLT3",0
"metilation_MLLT6",0
"metilation_MME",0
"metilation_MN1",0
"metilation_MNAT1",0
"metilation_MNT",0
"metilation_MNX1",0
"metilation_MOS",0
"metilation_MPL",0
"metilation_MRAS",0
"metilation_MRVI1",0
"metilation_MSH2",0
"metilation_MSH6",0
"metilation_MSI1",0
"metilation_MSI2",0
"metilation_MSMB",0
"metilation_MSN",0
"metilation_MST1R",0
"metilation_MT1F",0
"metilation_MT1G",0
"metilation_MT2A",0
"metilation_MTDH",0
"metilation_MTOR",0
"metilation_MTSS1",0
"metilation_MTUS1",0
"metilation_MUC1",0
"metilation_MUM1",0
"metilation_MUS81",0
"metilation_MXI1",0
"metilation_MYB",0
"metilation_MYBBP1A",0
"metilation_MYC",0
"metilation_MYD88",0
"metilation_MYH11",0
"metilation_MYH9",0
"metilation_MYO18B",0
"metilation_MYO1A",0
"metilation_MYO5A",0
"metilation_MYOD1",0
"metilation_NAAA",0
"metilation_NAB2",0
"metilation_NACA",0
"metilation_NAPEPLD",0
"metilation_NBN",0
"metilation_NCKIPSD",0
"metilation_NCOA2",0
"metilation_NCOA3",0
"metilation_NCOA4",0
"metilation_NCOA5",0
"metilation_NCOR1",0
"metilation_NCOR2",0
"metilation_NDN",0
"metilation_NDRG1",0
"metilation_NDRG2",0
"metilation_NDRG4",0
"metilation_NDST4",0
"metilation_NEDD4",0
"metilation_NEDD9",0
"metilation_NET1",0
"metilation_NF1",0
"metilation_NF2",0
"metilation_NFATC2",0
"metilation_NFE2L2",0
"metilation_NFIB",0
"metilation_NFKB1",0
"metilation_NFKB2",0
"metilation_NFKBIE",0
"metilation_NGFR",0
"metilation_NINJ1",0
"metilation_NINL",0
"metilation_NIPBL",0
"metilation_NOL7",0
"metilation_NOTCH1",0
"metilation_NOTCH2",0
"metilation_NOTCH3",0
"metilation_NOTCH4",0
"metilation_NOV",0
"metilation_NPAS2",0
"metilation_NPM1",0
"metilation_NR0B2",0
"metilation_NR1I2",0
"metilation_NR2C2",0
"metilation_NR4A3",0
"metilation_NRBP1",0
"metilation_NRCAM",0
"metilation_NRF1",0
"metilation_NRG1",0
"metilation_NRSN2",0
"metilation_NSD1",0
"metilation_NTRK3",0
"metilation_NUAK1",0
"metilation_NUAK2",0
"metilation_NUMB",0
"metilation_NUP133",0
"metilation_NUP214",0
"metilation_NUP93",0
"metilation_NUPR1",0
"metilation_OLFM4",0
"metilation_OLIG2",0
"metilation_ONECUT1",0
"metilation_OPCML",0
"metilation_OSCP1",0
"metilation_OSGIN1",0
"metilation_OTX2",0
"metilation_PA2G4",0
"metilation_PABPC1",0
"metilation_PADI2",0
"metilation_PAEP",0
"metilation_PAFAH1B1",0
"metilation_PAFAH1B2",0
"metilation_PAIP2",0
"metilation_PAK1",0
"metilation_PAK7",0
"metilation_PANX2",0
"metilation_PARK7",0
"metilation_PARM1",0
"metilation_PARP1",0
"metilation_PATZ1",0
"metilation_PAWR",0
"metilation_PAX2",0
"metilation_PAX4",0
"metilation_PAX5",0
"metilation_PAX6",0
"metilation_PAX7",0
"metilation_PBK",0
"metilation_PBRM1",0
"metilation_PBX1",0
"metilation_PBX2",0
"metilation_PCBP1",0
"metilation_PCDH17",0
"metilation_PCDH8",0
"metilation_PCDH9",0
"metilation_PCGF2",0
"metilation_PCM1",0
"metilation_PDCD5",0
"metilation_PDE4DIP",0
"metilation_PDGFA",0
"metilation_PDGFB",0
"metilation_PDGFRA",0
"metilation_PDGFRB",0
"metilation_PDGFRL",0
"metilation_PDLIM4",0
"metilation_PDS5B",0
"metilation_PDSS2",0
"metilation_PDX1",0
"metilation_PDZK1IP1",0
"metilation_PEA15",0
"metilation_PEBP1",0
"metilation_PER1",0
"metilation_PER2",0
"metilation_PF4",0
"metilation_PFN1",0
"metilation_PGR",0
"metilation_PGRMC2",0
"metilation_PHACTR4",0
"metilation_PHF6",0
"metilation_PHLDA2",0
"metilation_PHLDA3",0
"metilation_PHOX2A",0
"metilation_PHOX2B",0
"metilation_PIAS1",0
"metilation_PICALM",0
"metilation_PIGU",0
"metilation_PIK3CA",0
"metilation_PIK3CB",0
"metilation_PIK3R1",0
"metilation_PIK3R2",0
"metilation_PIM1",0
"metilation_PIM2",0
"metilation_PIN1",0
"metilation_PINX1",0
"metilation_PITX2",0
"metilation_PIWIL2",0
"metilation_PKNOX1",0
"metilation_PLA2G16",0
"metilation_PLA2G2A",0
"metilation_PLA2G7",0
"metilation_PLA2R1",0
"metilation_PLAC8",0
"metilation_PLCB3",0
"metilation_PLCD1",0
"metilation_PLCE1",0
"metilation_PLCG1",0
"metilation_PLD1",0
"metilation_PLEKHO1",0
"metilation_PLK1",0
"metilation_PLK2",0
"metilation_PLXNB1",0
"metilation_PML",0
"metilation_PNN",0
"metilation_POLD1",0
"metilation_POLG",0
"metilation_POLRMT",0
"metilation_POT1",0
"metilation_POU2AF1",0
"metilation_POU2F3",0
"metilation_POU5F1",0
"metilation_POU6F2",0
"metilation_PPARA",0
"metilation_PPARG",0
"metilation_PPFIBP1",0
"metilation_PPM1A",0
"metilation_PPM1D",0
"metilation_PPP1CA",0
"metilation_PPP1R14A",0
"metilation_PPP1R1B",0
"metilation_PPP2CA",0
"metilation_PPP2CB",0
"metilation_PPP2R1B",0
"metilation_PPP2R2C",0
"metilation_PPP2R5C",0
"metilation_PPP3CC",0
"metilation_PPP6C",0
"metilation_PRCC",0
"metilation_PRDM1",0
"metilation_PRDM11",0
"metilation_PRDM12",0
"metilation_PRDM14",0
"metilation_PRDM15",0
"metilation_PRDM16",0
"metilation_PRDM2",0
"metilation_PRDM4",0
"metilation_PRDM5",0
"metilation_PREX2",0
"metilation_PRF1",0
"metilation_PRICKLE1",0
"metilation_PRKAA1",0
"metilation_PRKAA2",0
"metilation_PRKACA",0
"metilation_PRKAR1A",0
"metilation_PRKCA",0
"metilation_PRKCB",0
"metilation_PRKCD",0
"metilation_PRKCDBP",0
"metilation_PRKCE",0
"metilation_PRKCI",0
"metilation_PRMT5",0
"metilation_PRODH",0
"metilation_PROX1",0
"metilation_PRPF40B",0
"metilation_PRR5",0
"metilation_PRRX1",0
"metilation_PSIP1",0
"metilation_PTCH1",0
"metilation_PTCH2",0
"metilation_PTENP1",0
"metilation_PTGDR",0
"metilation_PTK6",0
"metilation_PTK7",0
"metilation_PTMA",0
"metilation_PTP4A1",0
"metilation_PTP4A2",0
"metilation_PTP4A3",0
"metilation_PTPDC1",0
"metilation_PTPN1",0
"metilation_PTPN11",0
"metilation_PTPN12",0
"metilation_PTPN13",0
"metilation_PTPN2",0
"metilation_PTPN23",0
"metilation_PTPN6",0
"metilation_PTPRB",0
"metilation_PTPRJ",0
"metilation_PTPRK",0
"metilation_PTPRT",0
"metilation_PTTG1",0
"metilation_PTTG1IP",0
"metilation_PVT1",0
"metilation_PYCARD",0
"metilation_PYHIN1",0
"metilation_QKI",0
"metilation_RAB11A",0
"metilation_RAB18",0
"metilation_RAB23",0
"metilation_RAB25",0
"metilation_RAB7A",0
"metilation_RAB8A",0
"metilation_RABEP1",0
"metilation_RAC1",0
"metilation_RAD21",0
"metilation_RAD23B",0
"metilation_RAF1",0
"metilation_RALGDS",0
"metilation_RANBP2",0
"metilation_RANBP9",0
"metilation_RAP1A",0
"metilation_RAP1GAP",0
"metilation_RAP1GDS1",0
"metilation_RARA",0
"metilation_RARB",0
"metilation_RARRES3",0
"metilation_RASA1",0
"metilation_RASAL1",0
"metilation_RASL10B",0
"metilation_RASL11A",0
"metilation_RASSF1",0
"metilation_RASSF2",0
"metilation_RASSF4",0
"metilation_RASSF5",0
"metilation_RASSF8",0
"metilation_RB1",0
"metilation_RB1CC1",0
"metilation_RBBP7",0
"metilation_RBBP8",0
"metilation_RBL1",0
"metilation_RBL2",0
"metilation_RBM14",0
"metilation_RBM15",0
"metilation_RBM3",0
"metilation_RBM38",0
"metilation_RBM4",0
"metilation_RBM5",0
"metilation_RBM6",0
"metilation_RBMS3",0
"metilation_RBMX",0
"metilation_RBP1",0
"metilation_RECK",0
"metilation_REL",0
"metilation_RERE",0
"metilation_RET",0
"metilation_RFC1",0
"metilation_RFC3",0
"metilation_RGR",0
"metilation_RGS7",0
"metilation_RHEB",0
"metilation_RHO",0
"metilation_RHOB",0
"metilation_RHOBTB2",0
"metilation_RHOC",0
"metilation_RHOH",0
"metilation_RING1",0
"metilation_RINT1",0
"metilation_RIT1",0
"metilation_RNASET2",0
"metilation_RND3",0
"metilation_RNF111",0
"metilation_RNF144A",0
"metilation_RNF213",0
"metilation_RNF43",0
"metilation_RNF8",0
"metilation_RNH1",0
"metilation_ROCK1",0
"metilation_ROR2",0
"metilation_ROS1",0
"metilation_RPL10",0
"metilation_RPL11",0
"metilation_RPL22",0
"metilation_RPL5",0
"metilation_RPN1",0
"metilation_RPRM",0
"metilation_RPS6KA2",0
"metilation_RPS6KA3",0
"metilation_RRAS",0
"metilation_RRAS2",0
"metilation_RSPO2",0
"metilation_RSPO3",0
"metilation_RTN4",0
"metilation_RUNX1",0
"metilation_RUNX1T1",0
"metilation_RUNX3",0
"metilation_RXRA",0
"metilation_S100A11",0
"metilation_S100A2",0
"metilation_S100A4",0
"metilation_S100A8",0
"metilation_SAA1",0
"metilation_SAG",0
"metilation_SALL4",0
"metilation_SART3",0
"metilation_SASH1",0
"metilation_SATB1",0
"metilation_SBSN",0
"metilation_SCGB3A1",0
"metilation_SCRIB",0
"metilation_SCUBE2",0
"metilation_SCYL1",0
"metilation_SDC4",0
"metilation_SDHB",0
"metilation_SEC14L2",0
"metilation_SELENBP1",0
"metilation_SEMA3B",0
"metilation_SEMA3F",0
"metilation_SEPT4",0
"metilation_SEPT5",0
"metilation_SEPT6",0
"metilation_SEPT9",0
"metilation_SERPINB5",0
"metilation_SERTAD1",0
"metilation_SERTAD2",0
"metilation_SERTAD3",0
"metilation_SET",0
"metilation_SETBP1",0
"metilation_SETD2",0
"metilation_SETDB1",0
"metilation_SF1",0
"metilation_SF3B1",0
"metilation_SFN",0
"metilation_SFPQ",0
"metilation_SFRP1",0
"metilation_SFRP2",0
"metilation_SFRP4",0
"metilation_SFRP5",0
"metilation_SGK1",0
"metilation_SGMS1",0
"metilation_SH2B3",0
"metilation_SH3GL1",0
"metilation_SH3GLB1",0
"metilation_SIAH1",0
"metilation_SIK1",0
"metilation_SIN3A",0
"metilation_SIRPA",0
"metilation_SIRT1",0
"metilation_SIRT4",0
"metilation_SIX1",0
"metilation_SIX2",0
"metilation_SKI",0
"metilation_SKIL",0
"metilation_SLC12A5",0
"metilation_SLC34A2",0
"metilation_SLC39A4",0
"metilation_SLC45A3",0
"metilation_SLC5A8",0
"metilation_SLC9A3R1",0
"metilation_SLIT2",0
"metilation_SMAD2",0
"metilation_SMAD3",0
"metilation_SMAD4",0
"metilation_SMARCA1",0
"metilation_SMARCA2",0
"metilation_SMARCA4",0
"metilation_SMARCB1",0
"metilation_SMARCC1",0
"metilation_SMARCD1",0
"metilation_SMARCE1",0
"metilation_SMC3",0
"metilation_SMO",0
"metilation_SNAI1",0
"metilation_SND1",0
"metilation_SOCS1",0
"metilation_SOCS3",0
"metilation_SOD2",0
"metilation_SOS1",0
"metilation_SOX1",0
"metilation_SOX11",0
"metilation_SOX15",0
"metilation_SOX17",0
"metilation_SOX21",0
"metilation_SOX4",0
"metilation_SOX7",0
"metilation_SOX9",0
"metilation_SP100",0
"metilation_SPAG9",0
"metilation_SPARC",0
"metilation_SPARCL1",0
"metilation_SPATA4",0
"metilation_SPI1",0
"metilation_SPINK7",0
"metilation_SPINT2",0
"metilation_SPOP",0
"metilation_SPRY2",0
"metilation_SPRY4",0
"metilation_SPTA1",0
"metilation_SPTAN1",0
"metilation_SPTBN1",0
"metilation_SQSTM1",0
"metilation_SREBF1",0
"metilation_SRGAP3",0
"metilation_SRPX",0
"metilation_SS18",0
"metilation_SSBP2",0
"metilation_SSX1",0
"metilation_STAG1",0
"metilation_STAG2",0
"metilation_STARD13",0
"metilation_STAT1",0
"metilation_STAT3",0
"metilation_STAT5A",0
"metilation_STAT5B",0
"metilation_STAT6",0
"metilation_STIL",0
"metilation_STK10",0
"metilation_STK11",0
"metilation_STMN1",0
"metilation_STRA6",0
"metilation_STRADA",0
"metilation_STRN",0
"metilation_STUB1",0
"metilation_STYK1",0
"metilation_SUFU",0
"metilation_SUZ12",0
"metilation_SWAP70",0
"metilation_SYK",0
"metilation_SYNM",0
"metilation_SYNPO2",0
"metilation_SYT1",0
"metilation_TAC1",0
"metilation_TACSTD2",0
"metilation_TAF15",0
"metilation_TAGLN",0
"metilation_TAL1",0
"metilation_TAL2",0
"metilation_TALDO1",0
"metilation_TAT",0
"metilation_TBC1D1",0
"metilation_TBC1D3C",0
"metilation_TBC1D7",0
"metilation_TBL2",0
"metilation_TBRG1",0
"metilation_TBX2",0
"metilation_TBX3",0
"metilation_TBX5",0
"metilation_TCEA1",0
"metilation_TCEB1",0
"metilation_TCEB3",0
"metilation_TCF3",0
"metilation_TCF4",0
"metilation_TCF7L2",0
"metilation_TCHP",0
"metilation_TCL1B",0
"metilation_TCP1",0
"metilation_TERT",0
"metilation_TES",0
"metilation_TET1",0
"metilation_TET2",0
"metilation_TFAP2A",0
"metilation_TFCP2",0
"metilation_TFE3",0
"metilation_TFEB",0
"metilation_TFG",0
"metilation_TFPI2",0
"metilation_TFRC",0
"metilation_TGFB1",0
"metilation_TGFBI",0
"metilation_TGFBR2",0
"metilation_TGFBR3",0
"metilation_TGIF1",0
"metilation_TGM3",0
"metilation_THBD",0
"metilation_THBS1",0
"metilation_THRA",0
"metilation_THRAP3",0
"metilation_THRB",0
"metilation_THSD1",0
"metilation_THY1",0
"metilation_TLR4",0
"metilation_TLX3",0
"metilation_TMEFF1",0
"metilation_TMEFF2",0
"metilation_TMEM140",0
"metilation_TMPRSS2",0
"metilation_TMPRSS6",0
"metilation_TNC",0
"metilation_TNFAIP3",0
"metilation_TNFAIP8L2",0
"metilation_TNFRSF10A",0
"metilation_TNFRSF10B",0
"metilation_TNFRSF12A",0
"metilation_TNFRSF17",0
"metilation_TNFRSF18",0
"metilation_TNFRSF1B",0
"metilation_TNFSF9",0
"metilation_TNK1",0
"metilation_TNS4",0
"metilation_TOP1",0
"metilation_TOPORS",0
"metilation_TP53BP1",0
"metilation_TP53BP2",0
"metilation_TP53INP1",0
"metilation_TP63",0
"metilation_TP73",0
"metilation_TPD52",0
"metilation_TPM3",0
"metilation_TPM4",0
"metilation_TRAF3",0
"metilation_TRAF6",0
"metilation_TRIB1",0
"metilation_TRIB2",0
"metilation_TRIM15",0
"metilation_TRIM24",0
"metilation_TRIM27",0
"metilation_TRIM28",0
"metilation_TRIM3",0
"metilation_TRIM31",0
"metilation_TRIM33",0
"metilation_TRIM62",0
"metilation_TRIM8",0
"metilation_TRIO",0
"metilation_TRIP11",0
"metilation_TRRAP",0
"metilation_TSC1",0
"metilation_TSC2",0
"metilation_TSC22D1",0
"metilation_TSG101",0
"metilation_TSHR",0
"metilation_TSLP",0
"metilation_TSPAN1",0
"metilation_TSPAN13",0
"metilation_TTF1",0
"metilation_TUSC2",0
"metilation_TWIST1",0
"metilation_TXN",0
"metilation_TXNIP",0
"metilation_TYRP1",0
"metilation_U2AF1",0
"metilation_UBE2C",0
"metilation_UBE3C",0
"metilation_UBE4B",0
"metilation_UCHL1",0
"metilation_UHRF1",0
"metilation_UHRF2",0
"metilation_UIMC1",0
"metilation_UNC5A",0
"metilation_UNC5B",0
"metilation_UNC5C",0
"metilation_USP33",0
"metilation_USP4",0
"metilation_USP44",0
"metilation_USP6",0
"metilation_USP8",0
"metilation_USP9X",0
"metilation_UVRAG",0
"metilation_VAV1",0
"metilation_VAV2",0
"metilation_VAV3",0
"metilation_VDR",0
"metilation_VEGFA",0
"metilation_VHL",0
"metilation_VIL1",0
"metilation_VIM",0
"metilation_VPS53",0
"metilation_VSNL1",0
"metilation_VWA5A",0
"metilation_WAS",0
"metilation_WDR11",0
"metilation_WFDC1",0
"metilation_WHSC1",0
"metilation_WHSC1L1",0
"metilation_WIF1",0
"metilation_WISP1",0
"metilation_WISP3",0
"metilation_WNK2",0
"metilation_WNT1",0
"metilation_WNT10A",0
"metilation_WNT10B",0
"metilation_WNT11",0
"metilation_WNT2",0
"metilation_WNT3",0
"metilation_WNT5A",0
"metilation_WNT7A",0
"metilation_WT1",0
"metilation_WWOX",0
"metilation_WWTR1",0
"metilation_XAF1",0
"metilation_XIAP",0
"metilation_XPA",0
"metilation_XPO1",0
"metilation_XRCC5",0
"metilation_YAP1",0
"metilation_YBX1",0
"metilation_YEATS4",0
"metilation_YES1",0
"metilation_YWHAE",0
"metilation_YWHAG",0
"metilation_YWHAQ",0
"metilation_YWHAZ",0
"metilation_YY1",0
"metilation_ZBTB16",0
"metilation_ZBTB20",0
"metilation_ZBTB48",0
"metilation_ZBTB7A",0
"metilation_ZBTB7B",0
"metilation_ZC3H10",0
"metilation_ZC3H12A",0
"metilation_ZCCHC12",0
"metilation_ZFHX3",0
"metilation_ZFP36",0
"metilation_ZFP36L1",0
"metilation_ZFP82",0
"metilation_ZHX2",0
"metilation_ZIC1",0
"metilation_ZIC2",0
"metilation_ZMYM2",0
"metilation_ZMYND10",0
"metilation_ZMYND11",0
"metilation_ZNF133",0
"metilation_ZNF185",0
"metilation_ZNF331",0
"metilation_ZNF384",0
"metilation_ZNF703",0
"metilation_ZNHIT6",0
"metilation_ZRSR2",0
"metilation_ZYX",0
"mirna_hsa.let.7a.2.3p",0
"mirna_hsa.let.7a.3p",0
"mirna_hsa.let.7a.5p",0
"mirna_hsa.let.7b.3p",0
"mirna_hsa.let.7b.5p",0
"mirna_hsa.let.7c.3p",0
"mirna_hsa.let.7c.5p",0
"mirna_hsa.let.7d.3p",0
"mirna_hsa.let.7d.5p",0
"mirna_hsa.let.7e.3p",0
"mirna_hsa.let.7e.5p",0
"mirna_hsa.let.7f.1.3p",0
"mirna_hsa.let.7f.5p",0
"mirna_hsa.let.7g.3p",0
"mirna_hsa.let.7g.5p",0
"mirna_hsa.let.7i.3p",0
"mirna_hsa.let.7i.5p",0
"mirna_hsa.miR.1",0
"mirna_hsa.miR.100.5p",0
"mirna_hsa.miR.101.3p",0
"mirna_hsa.miR.101.5p",0
"mirna_hsa.miR.103a.2.5p",0
"mirna_hsa.miR.103a.3p",0
"mirna_hsa.miR.105.3p",0
"mirna_hsa.miR.105.5p",0
"mirna_hsa.miR.106a.5p",0
"mirna_hsa.miR.106b.3p",0
"mirna_hsa.miR.106b.5p",0
"mirna_hsa.miR.107",0
"mirna_hsa.miR.10a.3p",0
"mirna_hsa.miR.10a.5p",0
"mirna_hsa.miR.10b.3p",0
"mirna_hsa.miR.10b.5p",0
"mirna_hsa.miR.1179",0
"mirna_hsa.miR.1180.3p",0
"mirna_hsa.miR.1185.1.3p",0
"mirna_hsa.miR.1197",0
"mirna_hsa.miR.122.3p",0
"mirna_hsa.miR.122.5p",0
"mirna_hsa.miR.1224.5p",0
"mirna_hsa.miR.1226.3p",0
"mirna_hsa.miR.1228.3p",0
"mirna_hsa.miR.1229.3p",0
"mirna_hsa.miR.124.3p",0
"mirna_hsa.miR.1247.3p",0
"mirna_hsa.miR.1247.5p",0
"mirna_hsa.miR.1248",0
"mirna_hsa.miR.1249",0
"mirna_hsa.miR.1250.5p",0
"mirna_hsa.miR.1251.3p",0
"mirna_hsa.miR.1251.5p",0
"mirna_hsa.miR.1254",0
"mirna_hsa.miR.1258",0
"mirna_hsa.miR.125a.3p",0
"mirna_hsa.miR.125a.5p",0
"mirna_hsa.miR.125b.1.3p",0
"mirna_hsa.miR.125b.2.3p",0
"mirna_hsa.miR.125b.5p",0
"mirna_hsa.miR.126.3p",0
"mirna_hsa.miR.126.5p",0
"mirna_hsa.miR.1262",0
"mirna_hsa.miR.1266.5p",0
"mirna_hsa.miR.1269a",0
"mirna_hsa.miR.1269b",0
"mirna_hsa.miR.127.3p",0
"mirna_hsa.miR.127.5p",0
"mirna_hsa.miR.1270",0
"mirna_hsa.miR.1271.5p",0
"mirna_hsa.miR.1275",0
"mirna_hsa.miR.1277.3p",0
"mirna_hsa.miR.128.1.5p",0
"mirna_hsa.miR.128.3p",0
"mirna_hsa.miR.1283",0
"mirna_hsa.miR.1287.3p",0
"mirna_hsa.miR.1287.5p",0
"mirna_hsa.miR.129.1.3p",0
"mirna_hsa.miR.129.2.3p",0
"mirna_hsa.miR.129.5p",0
"mirna_hsa.miR.1291",0
"mirna_hsa.miR.1292.5p",0
"mirna_hsa.miR.1293",0
"mirna_hsa.miR.1295a",0
"mirna_hsa.miR.1295b.5p",0
"mirna_hsa.miR.1296.5p",0
"mirna_hsa.miR.1301.3p",0
"mirna_hsa.miR.1306.3p",0
"mirna_hsa.miR.1306.5p",0
"mirna_hsa.miR.1307.3p",0
"mirna_hsa.miR.1307.5p",0
"mirna_hsa.miR.130a.3p",0
"mirna_hsa.miR.130a.5p",0
"mirna_hsa.miR.130b.3p",0
"mirna_hsa.miR.130b.5p",0
"mirna_hsa.miR.132.3p",0
"mirna_hsa.miR.132.5p",0
"mirna_hsa.miR.1323",0
"mirna_hsa.miR.133a.3p",0
"mirna_hsa.miR.133a.5p",0
"mirna_hsa.miR.133b",0
"mirna_hsa.miR.134.3p",0
"mirna_hsa.miR.134.5p",0
"mirna_hsa.miR.1343.3p",0
"mirna_hsa.miR.135a.3p",0
"mirna_hsa.miR.135a.5p",0
"mirna_hsa.miR.135b.3p",0
"mirna_hsa.miR.135b.5p",0
"mirna_hsa.miR.136.3p",0
"mirna_hsa.miR.136.5p",0
"mirna_hsa.miR.137",0
"mirna_hsa.miR.138.1.3p",0
"mirna_hsa.miR.138.5p",0
"mirna_hsa.miR.139.3p",0
"mirna_hsa.miR.139.5p",0
"mirna_hsa.miR.140.3p",0
"mirna_hsa.miR.140.5p",0
"mirna_hsa.miR.141.3p",0
"mirna_hsa.miR.141.5p",0
"mirna_hsa.miR.142.3p",0
"mirna_hsa.miR.142.5p",0
"mirna_hsa.miR.143.3p",0
"mirna_hsa.miR.143.5p",0
"mirna_hsa.miR.144.3p",0
"mirna_hsa.miR.144.5p",0
"mirna_hsa.miR.145.3p",0
"mirna_hsa.miR.145.5p",0
"mirna_hsa.miR.1468.5p",0
"mirna_hsa.miR.146a.3p",0
"mirna_hsa.miR.146a.5p",0
"mirna_hsa.miR.146b.3p",0
"mirna_hsa.miR.146b.5p",0
"mirna_hsa.miR.148a.3p",0
"mirna_hsa.miR.148a.5p",0
"mirna_hsa.miR.148b.3p",0
"mirna_hsa.miR.148b.5p",0
"mirna_hsa.miR.149.3p",0
"mirna_hsa.miR.149.5p",0
"mirna_hsa.miR.150.3p",0
"mirna_hsa.miR.150.5p",0
"mirna_hsa.miR.151a.3p",0
"mirna_hsa.miR.151a.5p",0
"mirna_hsa.miR.151b",0
"mirna_hsa.miR.152.3p",0
"mirna_hsa.miR.153.3p",0
"mirna_hsa.miR.153.5p",0
"mirna_hsa.miR.1537.5p",0
"mirna_hsa.miR.154.3p",0
"mirna_hsa.miR.154.5p",0
"mirna_hsa.miR.155.3p",0
"mirna_hsa.miR.155.5p",0
"mirna_hsa.miR.15a.5p",0
"mirna_hsa.miR.15b.3p",0
"mirna_hsa.miR.15b.5p",0
"mirna_hsa.miR.16.1.3p",0
"mirna_hsa.miR.16.2.3p",0
"mirna_hsa.miR.16.5p",0
"mirna_hsa.miR.17.3p",0
"mirna_hsa.miR.17.5p",0
"mirna_hsa.miR.181a.2.3p",0
"mirna_hsa.miR.181a.3p",0
"mirna_hsa.miR.181a.5p",0
"mirna_hsa.miR.181b.3p",0
"mirna_hsa.miR.181b.5p",0
"mirna_hsa.miR.181c.3p",0
"mirna_hsa.miR.181c.5p",0
"mirna_hsa.miR.181d.5p",0
"mirna_hsa.miR.182.5p",0
"mirna_hsa.miR.183.3p",0
"mirna_hsa.miR.183.5p",0
"mirna_hsa.miR.184",0
"mirna_hsa.miR.185.3p",0
"mirna_hsa.miR.185.5p",0
"mirna_hsa.miR.186.5p",0
"mirna_hsa.miR.187.3p",0
"mirna_hsa.miR.188.3p",0
"mirna_hsa.miR.188.5p",0
"mirna_hsa.miR.18a.3p",0
"mirna_hsa.miR.18a.5p",0
"mirna_hsa.miR.18b.3p",0
"mirna_hsa.miR.190a.5p",0
"mirna_hsa.miR.190b",0
"mirna_hsa.miR.191.3p",0
"mirna_hsa.miR.191.5p",0
"mirna_hsa.miR.1911.5p",0
"mirna_hsa.miR.192.3p",0
"mirna_hsa.miR.192.5p",0
"mirna_hsa.miR.193a.3p",0
"mirna_hsa.miR.193a.5p",0
"mirna_hsa.miR.193b.3p",0
"mirna_hsa.miR.193b.5p",0
"mirna_hsa.miR.194.3p",0
"mirna_hsa.miR.194.5p",0
"mirna_hsa.miR.195.3p",0
"mirna_hsa.miR.195.5p",0
"mirna_hsa.miR.196a.5p",0
"mirna_hsa.miR.196b.3p",0
"mirna_hsa.miR.196b.5p",0
"mirna_hsa.miR.197.3p",0
"mirna_hsa.miR.1976",0
"mirna_hsa.miR.199a.3p",0
"mirna_hsa.miR.199a.5p",0
"mirna_hsa.miR.199b.3p",0
"mirna_hsa.miR.199b.5p",0
"mirna_hsa.miR.19a.3p",0
"mirna_hsa.miR.19b.1.5p",0
"mirna_hsa.miR.19b.3p",0
"mirna_hsa.miR.200a.3p",0
"mirna_hsa.miR.200a.5p",0
"mirna_hsa.miR.200b.3p",0
"mirna_hsa.miR.200b.5p",0
"mirna_hsa.miR.200c.3p",0
"mirna_hsa.miR.200c.5p",0
"mirna_hsa.miR.202.5p",0
"mirna_hsa.miR.203a",0
"mirna_hsa.miR.203b.3p",0
"mirna_hsa.miR.204.3p",0
"mirna_hsa.miR.204.5p",0
"mirna_hsa.miR.205.5p",0
"mirna_hsa.miR.206",0
"mirna_hsa.miR.20a.3p",0
"mirna_hsa.miR.20a.5p",0
"mirna_hsa.miR.20b.3p",0
"mirna_hsa.miR.20b.5p",0
"mirna_hsa.miR.21.3p",0
"mirna_hsa.miR.21.5p",0
"mirna_hsa.miR.210.3p",0
"mirna_hsa.miR.210.5p",0
"mirna_hsa.miR.2110",0
"mirna_hsa.miR.212.3p",0
"mirna_hsa.miR.214.3p",0
"mirna_hsa.miR.214.5p",0
"mirna_hsa.miR.215.3p",0
"mirna_hsa.miR.215.5p",0
"mirna_hsa.miR.216a.3p",0
"mirna_hsa.miR.216a.5p",0
"mirna_hsa.miR.216b.5p",0
"mirna_hsa.miR.217",0
"mirna_hsa.miR.218.5p",0
"mirna_hsa.miR.219a.1.3p",0
"mirna_hsa.miR.219a.2.3p",0
"mirna_hsa.miR.219a.5p",0
"mirna_hsa.miR.22.3p",0
"mirna_hsa.miR.22.5p",0
"mirna_hsa.miR.221.3p",0
"mirna_hsa.miR.221.5p",0
"mirna_hsa.miR.222.3p",0
"mirna_hsa.miR.222.5p",0
