"","coefficient"
"metilation_CDKN2A",0
"metilation_CDKN2C",0
"metilation_CDKN3",0
"metilation_CDO1",0
"metilation_CDX2",0
"metilation_CEACAM1",0
"metilation_CEACAM6",0
"metilation_CEBPD",0
"metilation_CFLAR",0
"metilation_CFTR",0
"metilation_CHD1L",0
"metilation_CHD2",0
"metilation_CHD4",0
"metilation_CHD5",0
"metilation_CHD8",0
"metilation_CHEK1",0
"metilation_CHFR",0
"metilation_CHIC2",0
"metilation_CHL1",0
"metilation_CHST10",0
"metilation_CHUK",0
"metilation_CIC",0
"metilation_CIITA",0
"metilation_CITED2",0
"metilation_CLDN1",0
"metilation_CLIP1",0
"metilation_CLTC",0
"metilation_CLTCL1",0
"metilation_CLU",0
"metilation_CMTM3",0
"metilation_CMTM5",0
"metilation_CNBP",0
"metilation_CNDP2",0
"metilation_CNN1",0
"metilation_CNOT3",0
"metilation_CNTN2",0
"metilation_CNTNAP2",0
"metilation_COL1A1",0
"metilation_COL2A1",0
"metilation_COL3A1",0
"metilation_COL5A1",0
"metilation_COPS3",0
"metilation_COPS5",0
"metilation_CPNE7",0
"metilation_CREB1",0
"metilation_CREB3L3",0
"metilation_CREM",0
"metilation_CRK",0
"metilation_CRKL",0
"metilation_CRNN",0
"metilation_CRTC1",0
"metilation_CSDE1",0
"metilation_CSF1",0
"metilation_CSF1R",0
"metilation_CSF2",0
"metilation_CSF3",0
"metilation_CSF3R",0
"metilation_CSMD1",0
"metilation_CSMD3",0
"metilation_CSNK1A1",0
"metilation_CSNK2A1",0
"metilation_CSNK2A2",0
"metilation_CSRNP1",0
"metilation_CST5",0
"metilation_CST6",0
"metilation_CTBP2",0
"metilation_CTCF",0
"metilation_CTCFL",0
"metilation_CTDSPL",0
"metilation_CTGF",0
"metilation_CTNNA2",0
"metilation_CTNNA3",0
"metilation_CTNNB1",0
"metilation_CTNNBIP1",0
"metilation_CTNND1",0
"metilation_CTNND2",0
"metilation_CTSZ",0
"metilation_CTTN",0
"metilation_CUL1",0
"metilation_CUL2",0
"metilation_CUL3",0
"metilation_CUL5",0
"metilation_CUX1",0
"metilation_CXCL1",0
"metilation_CXCL12",0
"metilation_CXCL14",0
"metilation_CXCL3",0
"metilation_CXCR2",0
"metilation_CXCR4",0
"metilation_CXXC4",0
"metilation_CYB5A",0
"metilation_CYB5R2",0
"metilation_CYGB",0
"metilation_CYP24A1",0
"metilation_CYSLTR2",0
"metilation_DAB2",0
"metilation_DAB2IP",0
"metilation_DACH1",0
"metilation_DACT1",0
"metilation_DAPK1",0
"metilation_DAXX",0
"metilation_DAZAP1",0
"metilation_DCC",0
"metilation_DCD",0
"metilation_DCLRE1A",0
"metilation_DCTN1",0
"metilation_DCUN1D1",0
"metilation_DDB2",0
"metilation_DDIT3",0
"metilation_DDR2",0
"metilation_DDX10",0
"metilation_DDX3X",0
"metilation_DDX58",0
"metilation_DDX6",0
"metilation_DEFB1",0
"metilation_DEK",0
"metilation_DENND2D",0
"metilation_DFFA",0
"metilation_DFNA5",0
"metilation_DGCR8",0
"metilation_DHX9",0
"metilation_DIABLO",0
"metilation_DIAPH2",0
"metilation_DIRAS1",0
"metilation_DIRAS3",0
"metilation_DKK1",0
"metilation_DKK3",0
"metilation_DLC1",0
"metilation_DLEC1",0
"metilation_DLG1",0
"metilation_DLK1",0
"metilation_DLX5",0
"metilation_DMBT1",0
"metilation_DMD",0
"metilation_DMTF1",0
"metilation_DNAJA3",0
"metilation_DNAJB1",0
"metilation_DNAJB4",0
"metilation_DNAJC11",0
"metilation_DND1",0
"metilation_DNMT1",0
"metilation_DNMT3A",0
"metilation_DNMT3B",0
"metilation_DOK2",0
"metilation_DOK3",0
"metilation_DPH1",0
"metilation_DPP4",0
"metilation_DPPA2",0
"metilation_DSC3",0
"metilation_DSG3",0
"metilation_DSP",0
"metilation_DUSP1",0
"metilation_DUSP12",0
"metilation_DUSP22",0
"metilation_DUSP26",0
"metilation_DUSP5",0
"metilation_DUSP6",0
"metilation_DUSP9",0
"metilation_E2F1",0
"metilation_E2F2",0
"metilation_E2F3",0
"metilation_E2F5",0
"metilation_EBF1",0
"metilation_EBF3",0
"metilation_ECHS1",0
"metilation_EDA2R",0
"metilation_EDNRB",0
"metilation_EED",0
"metilation_EEF1A1",0
"metilation_EEF1A2",0
"metilation_EEF1E1",0
"metilation_EEF2",0
"metilation_EFNA5",0
"metilation_EGFR",0
"metilation_EGLN1",0
"metilation_EGLN3",0
"metilation_EGR1",0
"metilation_EGR2",0
"metilation_EGR3",0
"metilation_EHD3",0
"metilation_EHF",0
"metilation_EI24",0
"metilation_EIF1AX",0
"metilation_EIF3E",0
"metilation_EIF3F",0
"metilation_EIF4E",0
"metilation_EIF5A2",0
"metilation_ELAVL1",0
"metilation_ELF4",0
"metilation_ELK1",0
"metilation_ELK3",0
"metilation_ELK4",0
"metilation_ELL",0
"metilation_ELN",0
"metilation_EML4",0
"metilation_EMP1",0
"metilation_EMP2",0
"metilation_EN2",0
"metilation_EP300",0
"metilation_EPAS1",0
"metilation_EPB41",0
"metilation_EPB41L3",0
"metilation_EPCAM",0
"metilation_EPHA1",0
"metilation_EPHA2",0
"metilation_EPHA3",0
"metilation_EPHA7",0
"metilation_EPHB2",0
"metilation_EPHB3",0
"metilation_EPHB4",0
"metilation_EPHB6",0
"metilation_EPS15",0
"metilation_EPS8",0
"metilation_ERAS",0
"metilation_ERBB2",0
"metilation_ERBB3",0
"metilation_ERBB4",0
"metilation_ERC1",0
"metilation_ERCC2",0
"metilation_ERCC3",0
"metilation_ERCC4",0
"metilation_ERCC5",0
"metilation_ERF",0
"metilation_ERG",0
"metilation_ERGIC1",0
"metilation_ESPL1",0
"metilation_ESR1",0
"metilation_ESR2",0
"metilation_ESRP1",0
"metilation_ESRRB",0
"metilation_ETNK1",0
"metilation_ETS1",0
"metilation_ETS2",0
"metilation_ETV1",0
"metilation_ETV3",0
"metilation_ETV4",0
"metilation_ETV5",0
"metilation_ETV6",0
"metilation_EVI5",0
"metilation_EXT1",0
"metilation_EXT2",0
"metilation_EXTL1",0
"metilation_EXTL3",0
"metilation_EYA4",0
"metilation_EZH1",0
"metilation_EZH2",0
"metilation_EZR",0
"metilation_FABP3",0
"metilation_FADD",0
"metilation_FAM131B",0
"metilation_FAM135B",0
"metilation_FAM172A",0
"metilation_FAM188A",0
"metilation_FAM189B",0
"metilation_FANCA",0
"metilation_FANCC",0
"metilation_FANCE",0
"metilation_FANCF",0
"metilation_FANCG",0
"metilation_FASN",0
"metilation_FAT1",0
"metilation_FBLN1",0
"metilation_FBLN2",0
"metilation_FBP1",0
"metilation_FBXO11",0
"metilation_FBXO32",0
"metilation_FBXW7",0
"metilation_FCRL4",0
"metilation_FDPS",0
"metilation_FES",0
"metilation_FEV",0
"metilation_FGF10",0
"metilation_FGF3",0
"metilation_FGF4",0
"metilation_FGF5",0
"metilation_FGF6",0
"metilation_FGF8",0
"metilation_FGFR1",0
"metilation_FGFR1OP",0
"metilation_FGFR2",0
"metilation_FGFR3",0
"metilation_FGFR4",0
"metilation_FGR",0
"metilation_FH",0
"metilation_FHIT",0
"metilation_FHL2",0
"metilation_FIP1L1",0
"metilation_FKBP9",0
"metilation_FLCN",0
"metilation_FLI1",0
"metilation_FLNA",0
"metilation_FLT3",0
"metilation_FLT4",0
"metilation_FNBP1",0
"metilation_FNDC3B",0
"metilation_FOS",0
"metilation_FOSL1",0
"metilation_FOXA1",0
"metilation_FOXA2",0
"metilation_FOXC1",0
"metilation_FOXD3",0
"metilation_FOXG1",0
"metilation_FOXO1",0
"metilation_FOXO3",0
"metilation_FOXO4",0
"metilation_FOXP1",0
"metilation_FOXP3",0
"metilation_FOXQ1",0
"metilation_FRAT1",0
"metilation_FRK",0
"metilation_FSTL3",0
"metilation_FUBP1",0
"metilation_FUS",0
"metilation_FXN",0
"metilation_FYN",0
"metilation_FZD2",0
"metilation_FZR1",0
"metilation_G0S2",0
"metilation_GAB2",0
"metilation_GABARAP",0
"metilation_GABRA6",0
"metilation_GADD45A",0
"metilation_GADD45B",0
"metilation_GADD45G",0
"metilation_GADD45GIP1",0
"metilation_GALR1",0
"metilation_GALR2",0
"metilation_GANAB",0
"metilation_GAS1",0
"metilation_GAS7",0
"metilation_GATA1",0
"metilation_GATA2",0
"metilation_GATA4",0
"metilation_GATA5",0
"metilation_GATA6",0
"metilation_GFI1",0
"metilation_GFI1B",0
"metilation_GGNBP2",0
"metilation_GJA1",0
"metilation_GJB2",0
"metilation_GLI1",0
"metilation_GLI3",0
"metilation_GLO1",0
"metilation_GLS2",0
"metilation_GLTSCR1",0
"metilation_GLTSCR2",0
"metilation_GMNN",0
"metilation_GMPS",0
"metilation_GNA11",0
"metilation_GNA12",0
"metilation_GNAI2",0
"metilation_GNAQ",0
"metilation_GNAS",0
"metilation_GNAT1",0
"metilation_GNMT",0
"metilation_GOLGA5",0
"metilation_GOLPH3",0
"metilation_GOPC",0
"metilation_GORAB",0
"metilation_GPC3",0
"metilation_GPC5",0
"metilation_GPHN",0
"metilation_GPM6A",0
"metilation_GPM6B",0
"metilation_GPR132",0
"metilation_GPRC5A",0
"metilation_GPS2",0
"metilation_GPX3",0
"metilation_GREM1",0
"metilation_GRIN2A",0
"metilation_GRIN2D",0
"metilation_GRM1",0
"metilation_GRM3",0
"metilation_GSK3A",0
"metilation_GSK3B",0
"metilation_GSN",0
"metilation_GSTP1",0
"metilation_GSTT1",0
"metilation_GTF2I",0
"metilation_GUCY2C",0
"metilation_H19",0
"metilation_H2AFX",0
"metilation_H3F3B",0
"metilation_HACE1",0
"metilation_HAS1",0
"metilation_HAX1",0
"metilation_HECA",0
"metilation_HEPACAM",0
"metilation_HERPUD1",0
"metilation_HES6",0
"metilation_HEY1",0
"metilation_HGF",0
"metilation_HHEX",0
"metilation_HIC1",0
"metilation_HIF1A",0
"metilation_HINT1",0
"metilation_HIP1",0
"metilation_HIPK2",0
"metilation_HIRA",0
"metilation_HIST1H1C",0
"metilation_HIST1H1E",0
"metilation_HIST1H3B",0
"metilation_HIVEP1",0
"metilation_HIVEP3",0
"metilation_HLF",0
"metilation_HLTF",0
"metilation_HMGN5",0
"metilation_HNF1A",0
"metilation_HNF4A",0
"metilation_HNRNPA2B1",0
"metilation_HOPX",0
"metilation_HOXA1",0
"metilation_HOXA13",0
"metilation_HOXA9",0
"metilation_HOXB13",0
"metilation_HOXC11",0
"metilation_HOXC13",0
"metilation_HOXD11",0
"metilation_HOXD13",0
"metilation_HOXD9",0
"metilation_HPGD",0
"metilation_HRASLS2",0
"metilation_HRG",0
"metilation_HSP90AB1",0
"metilation_HSPA4",0
"metilation_HSPA5",0
"metilation_HSPB1",0
"metilation_HTATIP2",0
"metilation_HTRA1",0
"metilation_HTRA3",0
"metilation_HUWE1",0
"metilation_ID1",0
"metilation_ID2",0
"metilation_ID3",0
"metilation_ID4",0
"metilation_IDH1",0
"metilation_IER3",0
"metilation_IFI16",0
"metilation_IFNG",0
"metilation_IFT88",0
"metilation_IGF1",0
"metilation_IGF1R",0
"metilation_IGF2BP1",0
"metilation_IGF2BP2",0
"metilation_IGF2R",0
"metilation_IGFALS",0
"metilation_IGFBP3",0
"metilation_IGFBP4",0
"metilation_IGFBP5",0
"metilation_IGFBP7",0
"metilation_IKBKB",0
"metilation_IKBKE",0
"metilation_IKZF1",0
"metilation_IKZF2",0
"metilation_IKZF3",0
"metilation_IL17A",0
"metilation_IL2",0
"metilation_IL21R",0
"metilation_IL24",0
"metilation_IL6ST",0
"metilation_IL7R",0
"metilation_ING1",0
"metilation_ING2",0
"metilation_ING3",0
"metilation_ING4",0
"metilation_INPPL1",0
"metilation_INTS1",0
"metilation_INTS3",0
"metilation_INTS4",0
"metilation_INTS5",0
"metilation_INTS6",0
"metilation_IQGAP2",0
"metilation_IRF1",0
"metilation_IRF2",0
"metilation_IRF4",0
"metilation_IRF5",0
"metilation_IRF6",0
"metilation_IRF8",0
"metilation_IRS2",0
"metilation_IRS4",0
"metilation_ISG15",0
"metilation_ITGA3",0
"metilation_ITGA5",0
"metilation_ITGA7",0
"metilation_ITGAV",0
"metilation_ITGB1",0
"metilation_ITGB3",0
"metilation_ITK",0
"metilation_JAK1",0
"metilation_JAZF1",0
"metilation_JDP2",0
"metilation_JUN",0
"metilation_JUNB",0
"metilation_JUND",0
"metilation_JUP",0
"metilation_KANK1",0
"metilation_KAT5",0
"metilation_KCNJ5",0
"metilation_KDM3A",0
"metilation_KDM4C",0
"metilation_KDM5B",0
"metilation_KDM5C",0
"metilation_KDR",0
"metilation_KDSR",0
"metilation_KEAP1",0
"metilation_KEL",0
"metilation_KIAA0101",0
"metilation_KIF14",0
"metilation_KIF1A",0
"metilation_KIF1B",0
"metilation_KIF5B",0
"metilation_KISS1",0
"metilation_KIT",0
"metilation_KL",0
"metilation_KLF10",0
"metilation_KLF2",0
"metilation_KLF4",0
"metilation_KLF5",0
"metilation_KLF6",0
"metilation_KLF8",0
"metilation_KLK10",0
"metilation_KLK2",0
"metilation_KLK6",0
"metilation_KRAS",0
"metilation_KRT19",0
"metilation_KRT222",0
"metilation_L3MBTL4",0
"metilation_LAPTM4B",0
"metilation_LARP4B",0
"metilation_LASP1",0
"metilation_LAT2",0
"metilation_LATS1",0
"metilation_LATS2",0
"metilation_LCK",0
"metilation_LCN2",0
"metilation_LCP1",0
"metilation_LDHB",0
"metilation_LEFTY1",0
"metilation_LEFTY2",0
"metilation_LEMD2",0
"metilation_LEPROTL1",0
"metilation_LETMD1",0
"metilation_LGALS7",0
"metilation_LHX1",0
"metilation_LHX4",0
"metilation_LHX6",0
"metilation_LIFR",0
"metilation_LIMA1",0
"metilation_LIMD1",0
"metilation_LIN9",0
"metilation_LITAF",0
"metilation_LLGL1",0
"metilation_LMNA",0
"metilation_LMO1",0
"metilation_LMO2",0
"metilation_LMO3",0
"metilation_LMO4",0
"metilation_LMX1B",0
"metilation_LOX",0
"metilation_LPP",0
"metilation_LRIG1",0
"metilation_LRIG3",0
"metilation_LRMP",0
"metilation_LRP1B",0
"metilation_LRRC3B",0
"metilation_LSAMP",0
"metilation_LSM14A",0
"metilation_LTF",0
"metilation_LYL1",0
"metilation_LZTR1",0
"metilation_LZTS1",0
"metilation_MACC1",0
"metilation_MACF1",0
"metilation_MACROD1",0
"metilation_MAD1L1",0
"metilation_MADD",0
"metilation_MAF",0
"metilation_MAFB",0
"metilation_MAL",0
"metilation_MALT1",0
"metilation_MAML2",0
"metilation_MAP2K1",0
"metilation_MAP2K2",0
"metilation_MAP2K4",0
"metilation_MAP3K13",0
"metilation_MAP3K7",0
"metilation_MAP3K8",0
"metilation_MAPK1",0
"metilation_MAPK9",0
"metilation_MAPRE1",0
"metilation_MARCKS",0
"metilation_MARVELD1",0
"metilation_MAS1",0
"metilation_MAT2A",0
"metilation_MAX",0
"metilation_MBD1",0
"metilation_MCC",0
"metilation_MCF2",0
"metilation_MCF2L",0
"metilation_MCL1",0
"metilation_MCM9",0
"metilation_MCTS1",0
"metilation_MDC1",0
"metilation_MDM2",0
"metilation_MDM4",0
"metilation_MECOM",0
"metilation_MED12",0
"metilation_MEF2C",0
"metilation_MEFV",0
"metilation_MEG3",0
"metilation_MEIS1",0
"metilation_MEN1",0
"metilation_MERTK",0
"metilation_MET",0
"metilation_MFHAS1",0
"metilation_MFNG",0
"metilation_MFSD2A",0
"metilation_MGMT",0
"metilation_MIA",0
"metilation_MIA2",0
"metilation_MINA",0
"metilation_MIR17HG",0
"metilation_MITF",0
"metilation_MLANA",0
"metilation_MLF1",0
"metilation_MLH3",0
"metilation_MLLT1",0
"metilation_MLLT10",0
"metilation_MLLT3",0
"metilation_MLLT6",0
"metilation_MME",0
"metilation_MN1",0
"metilation_MNAT1",0
"metilation_MNT",0
"metilation_MNX1",0
"metilation_MOS",0
"metilation_MPL",0
"metilation_MRAS",0
"metilation_MRVI1",0
"metilation_MSH2",0
"metilation_MSH6",0
"metilation_MSI1",0
"metilation_MSI2",0
"metilation_MSMB",0
"metilation_MSN",0
"metilation_MST1R",0
"metilation_MT1F",0
"metilation_MT1G",0
"metilation_MT2A",0
"metilation_MTDH",0
"metilation_MTOR",0
"metilation_MTSS1",0
"metilation_MTUS1",0
"metilation_MUC1",0
"metilation_MUM1",0
"metilation_MUS81",0
"metilation_MXI1",0
"metilation_MYB",0
"metilation_MYBBP1A",0
"metilation_MYC",0
"metilation_MYD88",0
"metilation_MYH11",0
"metilation_MYH9",0
"metilation_MYO18B",0
"metilation_MYO1A",0
"metilation_MYO5A",0
"metilation_MYOD1",0
"metilation_NAAA",0
"metilation_NAB2",0
"metilation_NACA",0
"metilation_NAPEPLD",0
"metilation_NBN",0
"metilation_NCKIPSD",0
"metilation_NCOA2",0
"metilation_NCOA3",0
"metilation_NCOA4",0
"metilation_NCOA5",0
"metilation_NCOR1",0
"metilation_NCOR2",0
"metilation_NDN",0
"metilation_NDRG1",0
"metilation_NDRG2",0
"metilation_NDRG4",0
"metilation_NDST4",0
"metilation_NEDD4",0
"metilation_NEDD9",0
"metilation_NET1",0
"metilation_NF1",0
"metilation_NF2",0
"metilation_NFATC2",0
"metilation_NFE2L2",0
"metilation_NFIB",0
"metilation_NFKB1",0
"metilation_NFKB2",0
"metilation_NFKBIE",0
"metilation_NGFR",0
"metilation_NINJ1",0
"metilation_NINL",0
"metilation_NIPBL",0
"metilation_NOL7",0
"metilation_NOTCH1",0
"metilation_NOTCH2",0
"metilation_NOTCH3",0
"metilation_NOTCH4",0
"metilation_NOV",0
"metilation_NPAS2",0
"metilation_NPM1",0
"metilation_NR0B2",0
"metilation_NR1I2",0
"metilation_NR2C2",0
"metilation_NR4A3",0
"metilation_NRBP1",0
"metilation_NRCAM",0
"metilation_NRF1",0
"metilation_NRG1",0
"metilation_NRSN2",0
"metilation_NSD1",0
"metilation_NTRK3",0
"metilation_NUAK1",0
"metilation_NUAK2",0
"metilation_NUMB",0
"metilation_NUP133",0
"metilation_NUP214",0
"metilation_NUP93",0
"metilation_NUPR1",0
"metilation_OLFM4",0
"metilation_OLIG2",0
"metilation_ONECUT1",0
"metilation_OPCML",0
"metilation_OSCP1",0
"metilation_OSGIN1",0
"metilation_OTX2",0
"metilation_PA2G4",0
"metilation_PABPC1",0
"metilation_PADI2",0
"metilation_PAEP",0
"metilation_PAFAH1B1",0
"metilation_PAFAH1B2",0
"metilation_PAIP2",0
"metilation_PAK1",0
"metilation_PAK7",0
"metilation_PANX2",0
"metilation_PARK7",0
"metilation_PARM1",0
"metilation_PARP1",0
"metilation_PATZ1",0
"metilation_PAWR",0
"metilation_PAX2",0
"metilation_PAX4",0
"metilation_PAX5",0
"metilation_PAX6",0
"metilation_PAX7",0
"metilation_PBK",0
"metilation_PBRM1",0
"metilation_PBX1",0
"metilation_PBX2",0
"metilation_PCBP1",0
"metilation_PCDH17",0
"metilation_PCDH8",0
"metilation_PCDH9",0
"metilation_PCGF2",0
"metilation_PCM1",0
"metilation_PDCD5",0
"metilation_PDE4DIP",0
"metilation_PDGFA",0
"metilation_PDGFB",0
"metilation_PDGFRA",0
"metilation_PDGFRB",0
"metilation_PDGFRL",0
"metilation_PDLIM4",0
"metilation_PDS5B",0
"metilation_PDSS2",0
"metilation_PDX1",0
"metilation_PDZK1IP1",0
"metilation_PEA15",0
"metilation_PEBP1",0
"metilation_PER1",0
"metilation_PER2",0
"metilation_PF4",0
"metilation_PFN1",0
"metilation_PGR",0
"metilation_PGRMC2",0
"metilation_PHACTR4",0
"metilation_PHF6",0
"metilation_PHLDA2",0
"metilation_PHLDA3",0
"metilation_PHOX2A",0
"metilation_PHOX2B",0
"metilation_PIAS1",0
"metilation_PICALM",0
"metilation_PIGU",0
"metilation_PIK3CA",0
"metilation_PIK3CB",0
"metilation_PIK3R1",0
"metilation_PIK3R2",0
"metilation_PIM1",0
"metilation_PIM2",0
"metilation_PIN1",0
"metilation_PINX1",0
"metilation_PITX2",0
"metilation_PIWIL2",0
"metilation_PKNOX1",0
"metilation_PLA2G16",0
"metilation_PLA2G2A",0
"metilation_PLA2G7",0
"metilation_PLA2R1",0
"metilation_PLAC8",0
"metilation_PLCB3",0
"metilation_PLCD1",0
"metilation_PLCE1",0
"metilation_PLCG1",0
"metilation_PLD1",0
"metilation_PLEKHO1",0
"metilation_PLK1",0
"metilation_PLK2",0
"metilation_PLXNB1",0
"metilation_PML",0
"metilation_PNN",0
"metilation_POLD1",0
"metilation_POLG",0
"metilation_POLRMT",0
"metilation_POT1",0
"metilation_POU2AF1",0
"metilation_POU2F3",0
"metilation_POU5F1",0
"metilation_POU6F2",0
"metilation_PPARA",0
"metilation_PPARG",0
"metilation_PPFIBP1",0
"metilation_PPM1A",0
"metilation_PPM1D",0
"metilation_PPP1CA",0
"metilation_PPP1R14A",0
"metilation_PPP1R1B",0
"metilation_PPP2CA",0
"metilation_PPP2CB",0
"metilation_PPP2R1B",0
"metilation_PPP2R2C",0
"metilation_PPP2R5C",0
"metilation_PPP3CC",0
"metilation_PPP6C",0
"metilation_PRCC",0
"metilation_PRDM1",0
"metilation_PRDM11",0
"metilation_PRDM12",0
"metilation_PRDM14",0
"metilation_PRDM15",0
"metilation_PRDM16",0
"metilation_PRDM2",0
"metilation_PRDM4",0
"metilation_PRDM5",0
"metilation_PREX2",0
"metilation_PRF1",0
"metilation_PRICKLE1",0
"metilation_PRKAA1",0
"metilation_PRKAA2",0
"metilation_PRKACA",0
"metilation_PRKAR1A",0
"metilation_PRKCA",0
"metilation_PRKCB",0
"metilation_PRKCD",0
"metilation_PRKCDBP",0
"metilation_PRKCE",0
"metilation_PRKCI",0
"metilation_PRMT5",0
"metilation_PRODH",0
"metilation_PROX1",0
"metilation_PRPF40B",0
"metilation_PRR5",0
"metilation_PRRX1",0
"metilation_PSIP1",0
"metilation_PTCH1",0
"metilation_PTCH2",0
"metilation_PTENP1",0
"metilation_PTGDR",0
"metilation_PTK6",0
"metilation_PTK7",0
"metilation_PTMA",0
"metilation_PTP4A1",0
"metilation_PTP4A2",0
"metilation_PTP4A3",0
"metilation_PTPDC1",0
"metilation_PTPN1",0
"metilation_PTPN11",0
"metilation_PTPN12",0
"metilation_PTPN13",0
"metilation_PTPN2",0
"metilation_PTPN23",0
"metilation_PTPN6",0
"metilation_PTPRB",0
"metilation_PTPRJ",0
"metilation_PTPRK",0
"metilation_PTPRT",0
"metilation_PTTG1",0
"metilation_PTTG1IP",0
"metilation_PVT1",0
"metilation_PYCARD",0
"metilation_PYHIN1",0
"metilation_QKI",0
"metilation_RAB11A",0
"metilation_RAB18",0
"metilation_RAB23",0
"metilation_RAB25",0
"metilation_RAB7A",0
"metilation_RAB8A",0
"metilation_RABEP1",0
"metilation_RAC1",0
"metilation_RAD21",0
"metilation_RAD23B",0
"metilation_RAF1",0
"metilation_RALGDS",0
"metilation_RANBP2",0
"metilation_RANBP9",0
"metilation_RAP1A",0
"metilation_RAP1GAP",0
"metilation_RAP1GDS1",0
"metilation_RARA",0
"metilation_RARB",0
"metilation_RARRES3",0
"metilation_RASA1",0
"metilation_RASAL1",0
"metilation_RASL10B",0
"metilation_RASL11A",0
"metilation_RASSF1",0
"metilation_RASSF2",0
"metilation_RASSF4",0
"metilation_RASSF5",0
"metilation_RASSF8",0
"metilation_RB1",0
"metilation_RB1CC1",0
"metilation_RBBP7",0
"metilation_RBBP8",0
"metilation_RBL1",0
"metilation_RBL2",0
"metilation_RBM14",0
"metilation_RBM15",0
"metilation_RBM3",0
"metilation_RBM38",0
"metilation_RBM4",0
"metilation_RBM5",0
"metilation_RBM6",0
"metilation_RBMS3",0
"metilation_RBMX",0
"metilation_RBP1",0
"metilation_RECK",0
"metilation_REL",0
"metilation_RERE",0
"metilation_RET",0
"metilation_RFC1",0
"metilation_RFC3",0
"metilation_RGR",0
"metilation_RGS7",0
"metilation_RHEB",0
"metilation_RHO",0
"metilation_RHOB",0
"metilation_RHOBTB2",0
"metilation_RHOC",0
"metilation_RHOH",0
"metilation_RING1",0
"metilation_RINT1",0
"metilation_RIT1",0
"metilation_RNASET2",0
"metilation_RND3",0
"metilation_RNF111",0
"metilation_RNF144A",0
"metilation_RNF213",0
"metilation_RNF43",0
"metilation_RNF8",0
"metilation_RNH1",0
"metilation_ROCK1",0
"metilation_ROR2",0
"metilation_ROS1",0
"metilation_RPL10",0
"metilation_RPL11",0
"metilation_RPL22",0
"metilation_RPL5",0
"metilation_RPN1",0
"metilation_RPRM",0
"metilation_RPS6KA2",0
"metilation_RPS6KA3",0
"metilation_RRAS",0
"metilation_RRAS2",0
"metilation_RSPO2",0
"metilation_RSPO3",0
"metilation_RTN4",0
"metilation_RUNX1",0
"metilation_RUNX1T1",0
"metilation_RUNX3",0
"metilation_RXRA",0
"metilation_S100A11",0
"metilation_S100A2",0
"metilation_S100A4",0
"metilation_S100A8",0
"metilation_SAA1",0
"metilation_SAG",0
"metilation_SALL4",0
"metilation_SART3",0
"metilation_SASH1",0
"metilation_SATB1",0
"metilation_SBSN",0
"metilation_SCGB3A1",0
"metilation_SCRIB",0
"metilation_SCUBE2",0
"metilation_SCYL1",0
"metilation_SDC4",0
"metilation_SDHB",0
"metilation_SEC14L2",0
"metilation_SELENBP1",0
"metilation_SEMA3B",0
"metilation_SEMA3F",0
"metilation_SEPT4",0
"metilation_SEPT5",0
"metilation_SEPT6",0
"metilation_SEPT9",0
"metilation_SERPINB5",0
"metilation_SERTAD1",0
"metilation_SERTAD2",0
"metilation_SERTAD3",0
"metilation_SET",0
"metilation_SETBP1",0
"metilation_SETD2",0
"metilation_SETDB1",0
"metilation_SF1",0
"metilation_SF3B1",0
"metilation_SFN",0
"metilation_SFPQ",0
"metilation_SFRP1",0
"metilation_SFRP2",0
"metilation_SFRP4",0
"metilation_SFRP5",0
"metilation_SGK1",0
"metilation_SGMS1",0
"metilation_SH2B3",0
"metilation_SH3GL1",0
"metilation_SH3GLB1",0
"metilation_SIAH1",0
"metilation_SIK1",0
"metilation_SIN3A",0
"metilation_SIRPA",0
"metilation_SIRT1",0
"metilation_SIRT4",0
"metilation_SIX1",0
"metilation_SIX2",0
"metilation_SKI",0
"metilation_SKIL",0
"metilation_SLC12A5",0
"metilation_SLC34A2",0
"metilation_SLC39A4",0
"metilation_SLC45A3",0
"metilation_SLC5A8",0
"metilation_SLC9A3R1",0
"metilation_SLIT2",0
"metilation_SMAD2",0
"metilation_SMAD3",0
"metilation_SMAD4",0
"metilation_SMARCA1",0
"metilation_SMARCA2",0
"metilation_SMARCA4",0
"metilation_SMARCB1",0
"metilation_SMARCC1",0
"metilation_SMARCD1",0
"metilation_SMARCE1",0
"metilation_SMC3",0
"metilation_SMO",0
"metilation_SNAI1",0
"metilation_SND1",0
"metilation_SOCS1",0
"metilation_SOCS3",0
"metilation_SOD2",0
"metilation_SOS1",0
"metilation_SOX1",0
"metilation_SOX11",0
"metilation_SOX15",0
"metilation_SOX17",0
"metilation_SOX21",0
"metilation_SOX4",0
"metilation_SOX7",0
"metilation_SOX9",0
"metilation_SP100",0
"metilation_SPAG9",0
"metilation_SPARC",0
"metilation_SPARCL1",0
"metilation_SPATA4",0
"metilation_SPI1",0
"metilation_SPINK7",0
"metilation_SPINT2",0
"metilation_SPOP",0
"metilation_SPRY2",0
"metilation_SPRY4",0
"metilation_SPTA1",0
"metilation_SPTAN1",0
"metilation_SPTBN1",0
"metilation_SQSTM1",0
"metilation_SREBF1",0
"metilation_SRGAP3",0
"metilation_SRPX",0
"metilation_SS18",0
"metilation_SSBP2",0
"metilation_SSX1",0
"metilation_STAG1",0
"metilation_STAG2",0
"metilation_STARD13",0
"metilation_STAT1",0
"metilation_STAT3",0
"metilation_STAT5A",0
"metilation_STAT5B",0
"metilation_STAT6",0
"metilation_STIL",0
